Yurt Adı	Şehir	İlçe	Tür	Kapasite
ÖZEL SARAYBOSNA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kırıkkale	Kırıkkale/Merkez	Kız	136 kişilik
ÖZEL SARAYLI YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	75 kişilik
ÖZEL SARAY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kocaeli	Gebze	Erkek	78 kişilik
ÖZEL SARAY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Tokat	Tokat/Merkez	Kız	40 kişilik
ÖZEL SARAY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Çankırı	Çankırı/Merkez	Kız	72 kişilik
ÖZEL SARAY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kütahya	Kütahya/Merkez	Kız	192 kişilik
ÖZEL SARDUNYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Kız	70 kişilik
ÖZEL SARIKAYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	Eskişehir	Odunpazarı	Kız	62 kişilik
ÖZEL SAYGIN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Erzurum	Yakutiye	Kız	111 kişilik
ÖZEL SAYINLAR YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Zonguldak	Kozlu	Erkek	225 kişilik
ÖZEL SEÇKİN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Kütahya	Kütahya/Merkez	Erkek	75 kişilik
ÖZEL SEDDÜLBAHİR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Erkek	104 kişilik
ÖZEL SEFİRE YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	73 kişilik
ÖZEL ŞEHİDE TÜRKAN TÜRKMEN TEKİN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Güngören	Kız	128 kişilik
ÖZEL ŞEHİT AYŞE AYKAÇ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Manisa	Yunusemre	Kız	126 kişilik
ÖZEL ŞEHİT BAHATTİN YILDIZ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İzmir	Karabağlar	Erkek	148 kişilik
ÖZEL ŞEHİT BAHATTİN YILDIZ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Erzurum	Yakutiye	Erkek	256 kişilik
ÖZEL ŞEHİT EREN BÜLBÜL YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Trabzon	Ortahisar	Erkek	192 kişilik
ÖZEL ŞEHİT ESMA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kocaeli	İzmit	Kız	725 kişilik
ÖZEL ŞEHİT FURKAN DOĞAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kayseri	Melikgazi	Erkek	418 kişilik
ÖZEL ŞEHİT POLİS FETHİ SEKİN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Elazığ	Elazığ/Merkez	Erkek	198 kişilik
ÖZEL ŞEHİT YASİN NACİ AĞAROĞLU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Manisa	Yunusemre	Erkek	144 kişilik
ÖZEL ŞEHZADEBAŞI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	48 kişilik
ÖZEL ŞEHZADELER YÜKSEKÖĞRENIM ERKEK ÖĞRENCI PANSIYONU	Uşak	Banaz	Erkek	20 kişilik
ÖZEL ŞEHZADE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Karabük	Karabük/Merkez	Erkek	141 kişilik
ÖZEL ŞEHZADE YÜKSEKÖĞRETİM KIZ ÖĞRDENCİ YURDU	İzmir	Buca	Kız	97 kişilik
ÖZEL SELAHADDİN-İ EYYÜBİ YÜKSEK ÖĞRENİM ERKEK ÖĞRENCİ YURDU	Mardin	Artuklu	Erkek	102 kişilik
ÖZEL ŞELALE YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Karaman	Karaman/Merkez	Erkek	96 kişilik
ÖZEL ŞELALE YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU.	Ankara	Çankaya	Kız	137 kişilik
ÖZEL SELÇUKLU KÜLTÜR SİTESİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Selçuklu	Erkek	96 kişilik
Özel Selçuklu Yükseköğrenim Erkek Öğrenci Yurdu	Sivas	Sivas/Merkez	Erkek	134 kişilik
ÖZEL SELÇUKLU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Tokat	Pazar/Tokat	Erkek	48 kişilik
ÖZEL SELİMİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Manisa	Şehzadeler	Erkek	56 kişilik
ÖZEL SELİMİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Muğla	Menteşe	Erkek	108 kişilik
ÖZEL SELİMİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Trabzon	Ortahisar	Erkek	80 kişilik
ÖZEL SEMBOL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Kırklareli	Kırklareli/Merkez	Kız	500 kişilik
ÖZEL ŞENOL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Şile	Kız	113 kişilik
ÖZEL ŞERMİN HANIM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	232 kişilik
ÖZEL SERPIL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	51 kişilik
ÖZEL SEVGİYLE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Bornova	Kız	33 kişilik
ÖZEL SEVGİ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Uşak	Uşak/Merkez	Kız	80 kişilik
ÖZEL SEVGİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	90 kişilik
ÖZEL SEVİM YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	132 kişilik
ÖZEL ŞEYHSİNAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Manisa	Alaşehir	Erkek	48 kişilik
ÖZEL ŞEYMA DOĞRUL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Uşak	Banaz	Kız	92 kişilik
ÖZEL SEYRANTEPE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Balıkesir	Erdek	Erkek	40 kişilik
ÖZEL SEYYİD AHMET BEDEVİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Siirt	Siirt/Merkez	Erkek	160 kişilik
ÖZEL SGS HALİÇ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Beyoğlu	Kız	34 kişilik
ÖZEL SIHHİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	179 kişilik
ÖZEL SILA İKİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Sakarya	Serdivan	Kız	89 kişilik
ÖZEL ŞİMAL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	42 kişilik
ÖZEL SİMAV KENT YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Kütahya	Simav	Erkek	58 kişilik
ÖZEL SİMAV YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kütahya	Simav	Erkek	86 kişilik
ÖZEL SİM YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Aydın	Efeler	Erkek	100 kişilik
ÖZEL SİM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	203 kişilik
ÖZEL SINIRLI SORUMLU BURSA ÜLKÜM EĞİTİM KOOPERATİFİ ALTIPARMAK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bursa	Osmangazi	Kız	93 kişilik
ÖZEL SINIRLI SORUMLU ÇAĞDAŞ EĞİTİM KOOPERATİFİ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Bursa	Nilüfer	Kız	67 kişilik
ÖZEL SINIRLI SORUMLU ÇAĞDAŞ EĞİTİM KOOPERATİFİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bursa	Nilüfer	Erkek	229 kişilik
ÖZEL SİNOP BULUT YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Sinop	Sinop/Merkez	Kız	50 kişilik
ÖZEL ŞİRİNEVLER YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Bahçelievler	Kız	281 kişilik
ÖZEL ŞİRİNTEPE ÜNİVERSİTE ERKEK ÖĞRENCİ YURDU	Gaziantep	Şahinbey	Erkek	90 kişilik
ÖZEL ŞİRİNTEPE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Eskişehir	Tepebaşı	Erkek	100 kişilik
ÖZEL SİVAS YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU.	Ankara	Çankaya	Erkek	131 kişilik
ÖZEL SİVAS YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	148 kişilik
ÖZEL SıLA YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Trabzon	Ortahisar	Erkek	483 kişilik
ÖZEL SMYRNA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	24 kişilik
ÖZEL SÖKE AKADEMİK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Aydın	Söke	Erkek	63 kişilik
ÖZEL SÖKE EGE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Aydın	Söke	Erkek	60 kişilik
ÖZEL SOMUNCU BABA VAKFI SELAHATTİN CELAP YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bursa	Osmangazi	Erkek	44 kişilik
ÖZEL SONUÇ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kocaeli	İzmit	Erkek	119 kişilik
ÖZEL SPİL YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Manisa	Yunusemre	Kız	75 kişilik
ÖZEL STUDIO SANTRAL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Eyüpsultan	Kız	524 kişilik
ÖZEL SUBAŞI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Uşak	Uşak/Merkez	Erkek	78 kişilik
ÖZEL SUDENAZ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Avcılar	Kız	186 kişilik
ÖZEL SULARBAŞI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Sivas	Sivas/Merkez	Erkek	78 kişilik
ÖZEL SÜLEYMANİYE YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Kocaeli	İzmit	Erkek	103 kişilik
ÖZEL SÜLEYMANİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Balıkesir	Bandırma	Erkek	108 kişilik
ÖZEL SÜLEYMANİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Karabük	Safranbolu	Erkek	148 kişilik
ÖZEL SÜLEYMANİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Burdur	Burdur/Merkez	Erkek	90 kişilik
ÖZEL SÜLEYMANİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Sinop	Sinop/Merkez	Erkek	48 kişilik
ÖZEL SÜLEYMANİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Erkek	40 kişilik
ÖZEL SÜLEYMANİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Maltepe	Erkek	219 kişilik
ÖZEL SÜLEYMAN YELBAY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Bakırköy	Kız	103 kişilik
ÖZEL ŞULE YÜKSEL ŞENLER YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Karabağlar	Kız	85 kişilik
ÖZEL SULTAN AHMET HAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	40 kişilik
ÖZEL SULTANGAZİ AHMEDİYE YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Sultangazi	Erkek	182 kişilik
ÖZEL SULTANİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Balıkesir	Bandırma	Erkek	54 kişilik
ÖZEL SULTAN MURAT YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Küçükçekmece	Erkek	84 kişilik
ÖZEL SUME YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	40 kişilik
ÖZEL SÜRMENE HALİS KELEŞ ÇAMLICA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Trabzon	Sürmene	Erkek	54 kişilik
ÖZEL SUSAL YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Kayseri	Kocasinan	Erkek	80 kişilik
ÖZEL SÜTLÜCE HALİÇ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Beyoğlu	Erkek	342 kişilik
ÖZEL TAKSİM MURADİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Beyoğlu	Erkek	71 kişilik
ÖZEL TALAS ELİF SULTAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Kayseri	Talas	Kız	148 kişilik
ÖZEL TALAS SÜLEYMANİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kayseri	Talas	Erkek	144 kişilik
ÖZEL TALAS SULTAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Kayseri	Talas	Erkek	135 kişilik
ÖZEL TALAT PEKDEMİR YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Antalya	Kepez	Erkek	143 kişilik
ÖZEL TALHA GÜNATA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Kartal	Erkek	68 kişilik
ÖZEL TALYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Antalya	Kepez	Kız	130 kişilik
ÖZEL TAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	Elazığ	Elazığ/Merkez	Kız	82 kişilik
ÖZEL TARSUS BERDAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Mersin	Tarsus	Erkek	40 kişilik
ÖZEL TDV 29 MAYıS ÜNIVERSITESI YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	İstanbul	Ümraniye	Kız	1556 kişilik
ÖZEL TDV ABDULLAH TİVNİKLİ YÜKSEKÖĞR. KIZ ÖĞR. YUR	Bursa	Nilüfer	Kız	300 kişilik
ÖZEL TDV KAYSERİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kayseri	Melikgazi	Erkek	114 kişilik
ÖZEL TDV TİCARET BORSASI YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Mersin	Tarsus	Kız	164 kişilik
ÖZEL TEMİZEL YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Kız	99 kişilik
ÖZEL TEPEBAŞI İLİM KÜLT MRK DER YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Eskişehir	Tepebaşı	Erkek	304 kişilik
ÖZEL TEPEBAŞI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Antalya	Alanya	Erkek	148 kişilik
ÖZEL TEPE MASAL YÜKSEK ÖĞRENİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	110 kişilik
ÖZEL TEZEL YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Erkek	48 kişilik
ÖZEL TINAZTEPE ASİL YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	163 kişilik
ÖZEL TOKAT AHMET ÜNAL YÜKLER YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Tokat	Tokat/Merkez	Erkek	99 kişilik
ÖZEL TOKAT YUVAM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Tokat	Tokat/Merkez	Kız	56 kişilik
ÖZEL TOSYA BAHÇELİEVLER YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kastamonu	Tosya	Erkek	100 kişilik
ÖZEL TOSYA FATİH YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kastamonu	Tosya	Erkek	40 kişilik
ÖZEL TRABZON YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	118 kişilik
ÖZEL TRALLES YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Aydın	Köşk	Kız	104 kişilik
ÖZEL TUANA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Yenimahalle	Kız	42 kişilik
ÖZEL TUANA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kocaeli	Kartepe	Kız	27 kişilik
ÖZEL TÜFEKÇIOĞLU YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	160 kişilik
ÖZEL TÜFEKÇİOĞLU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU (KURTULUŞ ŞUBESİ)	Ankara	Çankaya	Kız	194 kişilik
ÖZEL TÜGVA PROFESÖR DOKTOR NECMETTİN ERBAKAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	93 kişilik
ÖZEL TÜGVA TERZİBABA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Erzincan	Erzincan/Merkez	Erkek	80 kişilik
ÖZEL TUNA YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	Çanakkale	Çanakkale/Merkez	Kız	160 kişilik
ÖZEL TURANLAR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	92 kişilik
ÖZEL TÜRGEV CERRAHPAŞA YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	91 kişilik
ÖZEL TÜRGEV FATMA ALİYE HANIM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Antalya	Kepez	Kız	382 kişilik
ÖZEL TÜRGEV FATMA GÖKSU YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Üsküdar	Kız	269 kişilik
ÖZEL TÜRGEV GEVHER NESİBE HANIM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Eskişehir	Tepebaşı	Kız	115 kişilik
ÖZEL TÜRGEV HATİCE HATUN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Gaziantep	Şehitkamil	Kız	497 kişilik
ÖZELTÜRGEV İSMİNAZ ŞAHİN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bursa	Nilüfer	Kız	509 kişilik
ÖZEL TÜRGEV KISIKLI YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Üsküdar	Kız	136 kişilik
ÖZEL TÜRGEV MÜMİNE HATUN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Konya	Selçuklu	Kız	240 kişilik
ÖZEL TÜRGEV SAFİYE ALİ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Esenler	Kız	196 kişilik
ÖZEL TURGUTLU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Manisa	Turgutlu	Erkek	73 kişilik
ÖZEL TURGUT YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Diyarbakır	Yenişehir/Diyarbakır	Kız	197 kişilik
ÖZEL TÜRK-ALMAN ÜNİVERSİTESİ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ APARTI	İstanbul	Beykoz	Erkek	144 kişilik
ÖZEL TÜRKAN SAYLAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Bakırköy	Kız	112 kişilik
ÖZEL TÜRK EĞİTİM VAKFI CUMHURİYET YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Balçova	Kız	372 kişilik
ÖZEL TÜRK EĞİTİM VAKFI SEDEF ÖLÇER YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	293 kişilik
ÖZEL TÜRK EĞİTİM VAKFI YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Trabzon	Ortahisar	Kız	364 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ADANA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Adana	Yüreğir	Kız	462 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ALTINDAĞ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU BİR	Ankara	Altındağ	Erkek	200 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ALTINDAĞ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU İKİ	Ankara	Altındağ	Erkek	200 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ALTINDAĞ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Altındağ	Kız	120 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ANKARA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Altındağ	Kız	1042 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ANTALYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Antalya	Konyaaltı	Kız	195 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI BURDUR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Burdur	Burdur/Merkez	Erkek	88 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI BURDUR YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU	Burdur	Burdur/Merkez	Kız	248 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI BURSA TİCARET VE SANAYİ ODASI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bursa	Osmangazi	Erkek	418 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ÇEKEREK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Yozgat	Çekerek	Kız	178 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ÇORUM KALELİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Çorum	Çorum/Merkez	Kız	180 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ÇORUM YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Çorum	Çorum/Merkez	Erkek	128 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ELAZIĞ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Elazığ	Elazığ/Merkez	Erkek	348 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ERZURUM YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Erzurum	Palandöken	Erkek	152 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ERZURUM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Erzurum	Palandöken	Kız	176 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI ESKİŞEHİR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Eskişehir	Tepebaşı	Kız	144 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI GAZİANTEP YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Gaziantep	Şehitkamil	Kız	351 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI GAZİANTEP ZENNUP ÇAĞDAŞ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Gaziantep	Şahinbey	Erkek	145 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI İSTANBUL ÜSKÜDAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Üsküdar	Erkek	136 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI İSTANBUL YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Bahçelievler	Erkek	188 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI İSTANBUL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Bahçelievler	Kız	366 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI KARABÜK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Karabük	Karabük/Merkez	Erkek	277 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI KARABÜK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Karabük	Karabük/Merkez	Kız	270 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI KASTAMONU KAMPÜS YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kastamonu	Kastamonu/Merkez	Kız	228 kişilik
ÖZEL TÜRKIYE DIYANET VAKFI KASTAMONU YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	Kastamonu	Kastamonu/Merkez	Kız	504 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI KAYSERİ KEMAL İMAMTORUNU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kayseri	Melikgazi	Kız	620 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI KONYA MEHMET-ZELİHA KURUCU YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Konya	Meram	Kız	223 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI KONYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Konya	Selçuklu	Kız	274 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI KÜTAHYA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kütahya	Kütahya/Merkez	Erkek	100 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI KÜTAHYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kütahya	Kütahya/Merkez	Kız	199 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI MARDİN SERVET İNCİOĞLU YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Mardin	Artuklu	Kız	200 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI SAKARYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Sakarya	Serdivan	Kız	176 kişilik
ÖZEL TÜRKİYE DİYANET VAKFI SAMSUN ATAKUM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Samsun	Atakum	Kız	125 kişilik
